学科门类代码,学科门类,专业类代码,专业类,专业代码,专业名称,是否特设专业,是否国家控制布点专业,特殊标识,学位授予说明,专业介绍
8,工学,807,电子信息类,80720,智能测控工程,T,,T,,"培养目标：培养具备智能测控工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事智能测控工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握智能测控工程的基础理论和专业知识；具备智能测控工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、智能测控工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,807,电子信息类,80721,智能视觉工程,T,,T,,"培养目标：培养具备智能视觉工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事智能视觉工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握智能视觉工程的基础理论和专业知识；具备智能视觉工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、智能视觉工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,807,电子信息类,80722,智能视听工程,T,,T,,"培养目标：培养具备智能视听工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事智能视听工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握智能视听工程的基础理论和专业知识；具备智能视听工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、智能视听工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,808,自动化类,80801,自动化,,,,,"培养目标：培养具备自动化基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事自动化相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握自动化的基础理论和专业知识；具备自动化相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、自动化专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,808,自动化类,80802,轨道交通信号与控制,T,,T,,"培养目标：培养具备轨道交通信号与控制基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事轨道交通信号与控制相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握轨道交通信号与控制的基础理论和专业知识；具备轨道交通信号与控制相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、轨道交通信号与控制专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,808,自动化类,80803,机器人工程,T,,T,,"培养目标：培养具备机器人工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事机器人工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握机器人工程的基础理论和专业知识；具备机器人工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、机器人工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,808,自动化类,80804,邮政工程,T,,T,,"培养目标：培养具备邮政工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事邮政工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握邮政工程的基础理论和专业知识；具备邮政工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、邮政工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,808,自动化类,80805,核电技术与控制工程,T,,T,,"培养目标：培养具备核电技术与控制工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事核电技术与控制工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握核电技术与控制工程的基础理论和专业知识；具备核电技术与控制工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、核电技术与控制工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,808,自动化类,80806,智能装备与系统,T,,T,,"培养目标：培养具备智能装备与系统基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事智能装备与系统相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握智能装备与系统的基础理论和专业知识；具备智能装备与系统相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、智能装备与系统专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,808,自动化类,80807,工业智能,T,,T,,"培养目标：培养具备工业智能基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事工业智能相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握工业智能的基础理论和专业知识；具备工业智能相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、工业智能专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,808,自动化类,80808,智能工程与创意设计,T,,T,,"培养目标：培养具备智能工程与创意设计基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事智能工程与创意设计相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握智能工程与创意设计的基础理论和专业知识；具备智能工程与创意设计相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、智能工程与创意设计专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,809,计算机类,80901,计算机科学与技术,,,,,"培养目标：培养具备计算机科学与技术基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事计算机科学与技术相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握计算机科学与技术的基础理论和专业知识；具备计算机科学与技术相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、计算机科学与技术专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,809,计算机类,80902,软件工程,,,,,"培养目标：培养具备软件工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事软件工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握软件工程的基础理论和专业知识；具备软件工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、软件工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,809,计算机类,80903,网络工程,,,,,"培养目标：培养具备网络工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事网络工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握网络工程的基础理论和专业知识；具备网络工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、网络工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,809,计算机类,80904,信息安全,,K,K,,"培养目标：培养具备信息安全基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事信息安全相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握信息安全的基础理论和专业知识；具备信息安全相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、信息安全专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,809,计算机类,80905,物联网工程,,,,,"培养目标：培养具备物联网工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事物联网工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握物联网工程的基础理论和专业知识；具备物联网工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、物联网工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,809,计算机类,80906,数字媒体技术,,,,,"培养目标：培养具备数字媒体技术基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事数字媒体技术相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握数字媒体技术的基础理论和专业知识；具备数字媒体技术相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、数字媒体技术专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,809,计算机类,80907,智能科学与技术,T,,T,,"培养目标：培养具备智能科学与技术基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事智能科学与技术相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握智能科学与技术的基础理论和专业知识；具备智能科学与技术相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、智能科学与技术专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,809,计算机类,80908,空间信息与数字技术,T,,T,,"培养目标：培养具备空间信息与数字技术基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事空间信息与数字技术相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握空间信息与数字技术的基础理论和专业知识；具备空间信息与数字技术相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、空间信息与数字技术专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,809,计算机类,80909,电子与计算机工程,T,,T,,"培养目标：培养具备电子与计算机工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事电子与计算机工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握电子与计算机工程的基础理论和专业知识；具备电子与计算机工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、电子与计算机工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,809,计算机类,80910,数据科学与大数据技术,T,,T,,"培养目标：培养具备数据科学与大数据技术基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事数据科学与大数据技术相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握数据科学与大数据技术的基础理论和专业知识；具备数据科学与大数据技术相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、数据科学与大数据技术专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,809,计算机类,80911,网络空间安全,T,K,TK,,"培养目标：培养具备网络空间安全基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事网络空间安全相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握网络空间安全的基础理论和专业知识；具备网络空间安全相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、网络空间安全专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,809,计算机类,80912,新媒体技术,T,,T,,"培养目标：培养具备新媒体技术基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事新媒体技术相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握新媒体技术的基础理论和专业知识；具备新媒体技术相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、新媒体技术专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,809,计算机类,80913,电影制作,T,,T,,"培养目标：培养具备电影制作基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事电影制作相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握电影制作的基础理论和专业知识；具备电影制作相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、电影制作专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,809,计算机类,80914,保密技术,T,K,TK,,"培养目标：培养具备保密技术基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事保密技术相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握保密技术的基础理论和专业知识；具备保密技术相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、保密技术专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,809,计算机类,80915,服务科学与工程,T,,T,,"培养目标：培养具备服务科学与工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事服务科学与工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握服务科学与工程的基础理论和专业知识；具备服务科学与工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、服务科学与工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,809,计算机类,80916,虚拟现实技术,T,,T,,"培养目标：培养具备虚拟现实技术基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事虚拟现实技术相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握虚拟现实技术的基础理论和专业知识；具备虚拟现实技术相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、虚拟现实技术专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,809,计算机类,80917,区块链工程,T,,T,,"培养目标：培养具备区块链工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事区块链工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握区块链工程的基础理论和专业知识；具备区块链工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、区块链工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,809,计算机类,80918,密码科学与技术,T,K,TK,,"培养目标：培养具备密码科学与技术基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事密码科学与技术相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握密码科学与技术的基础理论和专业知识；具备密码科学与技术相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、密码科学与技术专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,809,计算机类,80919,工业软件,T,,T,,"培养目标：培养具备工业软件基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事工业软件相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握工业软件的基础理论和专业知识；具备工业软件相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、工业软件专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,810,土木类,81001,土木工程,,,,,"培养目标：培养具备土木工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事土木工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握土木工程的基础理论和专业知识；具备土木工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、土木工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,810,土木类,81002,建筑环境与能源应用工程,,,,,"培养目标：培养具备建筑环境与能源应用工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事建筑环境与能源应用工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握建筑环境与能源应用工程的基础理论和专业知识；具备建筑环境与能源应用工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、建筑环境与能源应用工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,810,土木类,81003,给排水科学与工程,,,,,"培养目标：培养具备给排水科学与工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事给排水科学与工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握给排水科学与工程的基础理论和专业知识；具备给排水科学与工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、给排水科学与工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,810,土木类,81004,建筑电气与智能化,,,,,"培养目标：培养具备建筑电气与智能化基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事建筑电气与智能化相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握建筑电气与智能化的基础理论和专业知识；具备建筑电气与智能化相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、建筑电气与智能化专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,810,土木类,81005,城市地下空间工程,T,,T,,"培养目标：培养具备城市地下空间工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事城市地下空间工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握城市地下空间工程的基础理论和专业知识；具备城市地下空间工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、城市地下空间工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,810,土木类,81006,道路桥梁与渡河工程,T,,T,,"培养目标：培养具备道路桥梁与渡河工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事道路桥梁与渡河工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握道路桥梁与渡河工程的基础理论和专业知识；具备道路桥梁与渡河工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、道路桥梁与渡河工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,810,土木类,81007,铁道工程,T,,T,,"培养目标：培养具备铁道工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事铁道工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握铁道工程的基础理论和专业知识；具备铁道工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、铁道工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,810,土木类,81008,智能建造,T,,T,,"培养目标：培养具备智能建造基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事智能建造相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握智能建造的基础理论和专业知识；具备智能建造相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、智能建造专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,810,土木类,81009,土木、水利与海洋工程,T,,T,,"培养目标：培养具备土木、水利与海洋工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事土木、水利与海洋工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握土木、水利与海洋工程的基础理论和专业知识；具备土木、水利与海洋工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、土木、水利与海洋工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,810,土木类,81010,土木、水利与交通工程,T,,T,,"培养目标：培养具备土木、水利与交通工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事土木、水利与交通工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握土木、水利与交通工程的基础理论和专业知识；具备土木、水利与交通工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、土木、水利与交通工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,810,土木类,81011,城市水系统工程,T,,T,,"培养目标：培养具备城市水系统工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事城市水系统工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握城市水系统工程的基础理论和专业知识；具备城市水系统工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、城市水系统工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,810,土木类,81012,智能建造与智慧交通,T,,T,,"培养目标：培养具备智能建造与智慧交通基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事智能建造与智慧交通相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握智能建造与智慧交通的基础理论和专业知识；具备智能建造与智慧交通相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、智能建造与智慧交通专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,810,土木类,81013,工程软件,T,,T,,"培养目标：培养具备工程软件基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事工程软件相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握工程软件的基础理论和专业知识；具备工程软件相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、工程软件专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,811,水利类,81101,水利水电工程,,,,,"培养目标：培养具备水利水电工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事水利水电工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握水利水电工程的基础理论和专业知识；具备水利水电工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、水利水电工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,811,水利类,81102,水文与水资源工程,,,,,"培养目标：培养具备水文与水资源工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事水文与水资源工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握水文与水资源工程的基础理论和专业知识；具备水文与水资源工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、水文与水资源工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,811,水利类,81103,港口航道与海岸工程,,,,,"培养目标：培养具备港口航道与海岸工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事港口航道与海岸工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握港口航道与海岸工程的基础理论和专业知识；具备港口航道与海岸工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、港口航道与海岸工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,811,水利类,81104,水务工程,T,,T,,"培养目标：培养具备水务工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事水务工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握水务工程的基础理论和专业知识；具备水务工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、水务工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,811,水利类,81105,水利科学与工程,T,,T,,"培养目标：培养具备水利科学与工程基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事水利科学与工程相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握水利科学与工程的基础理论和专业知识；具备水利科学与工程相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、水利科学与工程专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
8,工学,811,水利类,81106,智慧水利,T,,T,,"培养目标：培养具备智慧水利基础理论和专业知识，具有较强工程实践能力和创新能力，能够从事智慧水利相关的设计、制造、研发和管理工作的高级工程技术人才。

培养要求：掌握智慧水利的基础理论和专业知识；具备智慧水利相关的工程设计和实践能力；熟悉行业标准和技术规范；具有较强的创新能力和团队协作精神。

核心课程：工程数学、智慧水利专业核心课程、工程设计、实习实训、毕业设计等。

就业方向：制造业、建筑业、IT行业、科研院所、政府部门从事设计、制造、研发、技术服务和管理工作。"
