学科门类代码,学科门类,专业类代码,专业类,专业代码,专业名称,是否特设专业,是否国家控制布点专业,特殊标识,学位授予说明,专业介绍,标准专业介绍
13,艺术学,1303,戏剧与影视学类,130304,戏剧影视文学,,,,,"培养目标：培养具备戏剧影视文学基本理论和基本技能，能够在戏剧影视文学相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握戏剧影视文学的基本理论和基本技能；具备戏剧影视文学相关的创作或表演能力；了解戏剧影视文学的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、戏剧影视文学专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。","一、培养目标
本专业旨在培养具备戏剧影视文学基本理论、基本知识和基本技能，具有创新精神和实践能力，能够在专业艺术领域和各类学校从事戏剧影视文学表演、教学及研究工作的高级专门人才。

二、培养要求
学生主要学习戏剧影视文学的基本理论和基本知识，接受戏剧影视文学方面的基本训练，具有从事戏剧影视文学实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 掌握戏剧影视文学学科的基本理论、基本知识；
2. 掌握戏剧影视文学专业技能和方法；
3. 具有独立进行{major_name}实践的基本能力；
4. 了解党和国家的文艺方针、政策和法规；
5. 了解本专业及相关学科的发展动态；
6. 掌握文献检索、资料查询的基本方法；

三、主干学科
戏剧与影视学类

四、核心课程
艺术学概论、戏剧影视文学史、戏剧影视文学理论、戏剧影视文学技法、戏剧影视文学创作、艺术实践、中外艺术史等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
专业文艺团体、艺术院校、文化机构、传媒公司、企事业单位等，从事艺术表演、艺术教育、艺术创作、文化管理等工作。"
13,艺术学,1303,戏剧与影视学类,130305,广播电视编导,,,,,"培养目标：培养具备广播电视编导基本理论和基本技能，能够在广播电视编导相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握广播电视编导的基本理论和基本技能；具备广播电视编导相关的创作或表演能力；了解广播电视编导的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、广播电视编导专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。","一、培养目标
本专业旨在培养具备广播电视编导基本理论、基本知识和基本技能，具有创新精神和实践能力，能够在专业艺术领域和各类学校从事广播电视编导表演、教学及研究工作的高级专门人才。

二、培养要求
学生主要学习广播电视编导的基本理论和基本知识，接受广播电视编导方面的基本训练，具有从事广播电视编导实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 掌握广播电视编导学科的基本理论、基本知识；
2. 掌握广播电视编导专业技能和方法；
3. 具有独立进行{major_name}实践的基本能力；
4. 了解党和国家的文艺方针、政策和法规；
5. 了解本专业及相关学科的发展动态；
6. 掌握文献检索、资料查询的基本方法；

三、主干学科
戏剧与影视学类

四、核心课程
艺术学概论、广播电视编导史、广播电视编导理论、广播电视编导技法、广播电视编导创作、艺术实践、中外艺术史等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
专业文艺团体、艺术院校、文化机构、传媒公司、企事业单位等，从事艺术表演、艺术教育、艺术创作、文化管理等工作。"
13,艺术学,1303,戏剧与影视学类,130306,戏剧影视导演,,,,,"培养目标：培养具备戏剧影视导演基本理论和基本技能，能够在戏剧影视导演相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握戏剧影视导演的基本理论和基本技能；具备戏剧影视导演相关的创作或表演能力；了解戏剧影视导演的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、戏剧影视导演专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。","一、培养目标
本专业旨在培养具备戏剧影视导演基本理论、基本知识和基本技能，具有创新精神和实践能力，能够在专业艺术领域和各类学校从事戏剧影视导演表演、教学及研究工作的高级专门人才。

二、培养要求
学生主要学习戏剧影视导演的基本理论和基本知识，接受戏剧影视导演方面的基本训练，具有从事戏剧影视导演实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 掌握戏剧影视导演学科的基本理论、基本知识；
2. 掌握戏剧影视导演专业技能和方法；
3. 具有独立进行{major_name}实践的基本能力；
4. 了解党和国家的文艺方针、政策和法规；
5. 了解本专业及相关学科的发展动态；
6. 掌握文献检索、资料查询的基本方法；

三、主干学科
戏剧与影视学类

四、核心课程
艺术学概论、戏剧影视导演史、戏剧影视导演理论、戏剧影视导演技法、戏剧影视导演创作、艺术实践、中外艺术史等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
专业文艺团体、艺术院校、文化机构、传媒公司、企事业单位等，从事艺术表演、艺术教育、艺术创作、文化管理等工作。"
13,艺术学,1303,戏剧与影视学类,130307,戏剧影视美术设计,,,,,"培养目标：培养具备戏剧影视美术设计基本理论和基本技能，能够在戏剧影视美术设计相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握戏剧影视美术设计的基本理论和基本技能；具备戏剧影视美术设计相关的创作或表演能力；了解戏剧影视美术设计的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、戏剧影视美术设计专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。","一、培养目标
本专业旨在培养具备戏剧影视美术设计基本理论、基本知识和基本技能，具有创新精神和实践能力，能够在专业艺术领域和各类学校从事戏剧影视美术设计表演、教学及研究工作的高级专门人才。

二、培养要求
学生主要学习戏剧影视美术设计的基本理论和基本知识，接受戏剧影视美术设计方面的基本训练，具有从事戏剧影视美术设计实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 掌握戏剧影视美术设计学科的基本理论、基本知识；
2. 掌握戏剧影视美术设计专业技能和方法；
3. 具有独立进行{major_name}实践的基本能力；
4. 了解党和国家的文艺方针、政策和法规；
5. 了解本专业及相关学科的发展动态；
6. 掌握文献检索、资料查询的基本方法；

三、主干学科
戏剧与影视学类

四、核心课程
艺术学概论、戏剧影视美术设计史、戏剧影视美术设计理论、戏剧影视美术设计技法、戏剧影视美术设计创作、艺术实践、中外艺术史等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
专业文艺团体、艺术院校、文化机构、传媒公司、企事业单位等，从事艺术表演、艺术教育、艺术创作、文化管理等工作。"
13,艺术学,1303,戏剧与影视学类,130308,录音艺术,,,,,"培养目标：培养具备录音艺术基本理论和基本技能，能够在录音艺术相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握录音艺术的基本理论和基本技能；具备录音艺术相关的创作或表演能力；了解录音艺术的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、录音艺术专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。","一、培养目标
本专业旨在培养具备录音艺术基本理论、基本知识和基本技能，具有创新精神和实践能力，能够在专业艺术领域和各类学校从事录音艺术表演、教学及研究工作的高级专门人才。

二、培养要求
学生主要学习录音艺术的基本理论和基本知识，接受录音艺术方面的基本训练，具有从事录音艺术实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 掌握录音艺术学科的基本理论、基本知识；
2. 掌握录音艺术专业技能和方法；
3. 具有独立进行{major_name}实践的基本能力；
4. 了解党和国家的文艺方针、政策和法规；
5. 了解本专业及相关学科的发展动态；
6. 掌握文献检索、资料查询的基本方法；

三、主干学科
戏剧与影视学类

四、核心课程
艺术学概论、录音艺术史、录音艺术理论、录音艺术技法、录音艺术创作、艺术实践、中外艺术史等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
专业文艺团体、艺术院校、文化机构、传媒公司、企事业单位等，从事艺术表演、艺术教育、艺术创作、文化管理等工作。"
13,艺术学,1303,戏剧与影视学类,130309,播音与主持艺术,,,,,"培养目标：培养具备播音与主持艺术基本理论和基本技能，能够在播音与主持艺术相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握播音与主持艺术的基本理论和基本技能；具备播音与主持艺术相关的创作或表演能力；了解播音与主持艺术的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、播音与主持艺术专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。","一、培养目标
本专业旨在培养具备播音与主持艺术基本理论、基本知识和基本技能，具有创新精神和实践能力，能够在专业艺术领域和各类学校从事播音与主持艺术表演、教学及研究工作的高级专门人才。

二、培养要求
学生主要学习播音与主持艺术的基本理论和基本知识，接受播音与主持艺术方面的基本训练，具有从事播音与主持艺术实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 掌握播音与主持艺术学科的基本理论、基本知识；
2. 掌握播音与主持艺术专业技能和方法；
3. 具有独立进行{major_name}实践的基本能力；
4. 了解党和国家的文艺方针、政策和法规；
5. 了解本专业及相关学科的发展动态；
6. 掌握文献检索、资料查询的基本方法；

三、主干学科
戏剧与影视学类

四、核心课程
艺术学概论、播音与主持艺术史、播音与主持艺术理论、播音与主持艺术技法、播音与主持艺术创作、艺术实践、中外艺术史等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
专业文艺团体、艺术院校、文化机构、传媒公司、企事业单位等，从事艺术表演、艺术教育、艺术创作、文化管理等工作。"
13,艺术学,1303,戏剧与影视学类,130310,动画,,,,,"培养目标：培养具备动画基本理论和基本技能，能够在动画相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握动画的基本理论和基本技能；具备动画相关的创作或表演能力；了解动画的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、动画专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。","一、培养目标
本专业旨在培养具备动画基本理论、基本知识和基本技能，具有创新精神和实践能力，能够在专业艺术领域和各类学校从事动画表演、教学及研究工作的高级专门人才。

二、培养要求
学生主要学习动画的基本理论和基本知识，接受动画方面的基本训练，具有从事动画实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 掌握动画学科的基本理论、基本知识；
2. 掌握动画专业技能和方法；
3. 具有独立进行{major_name}实践的基本能力；
4. 了解党和国家的文艺方针、政策和法规；
5. 了解本专业及相关学科的发展动态；
6. 掌握文献检索、资料查询的基本方法；

三、主干学科
戏剧与影视学类

四、核心课程
艺术学概论、动画史、动画理论、动画技法、动画创作、艺术实践、中外艺术史等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
专业文艺团体、艺术院校、文化机构、传媒公司、企事业单位等，从事艺术表演、艺术教育、艺术创作、文化管理等工作。"
13,艺术学,1303,戏剧与影视学类,130311,影视摄影与制作,T,,T,,"培养目标：培养具备影视摄影与制作基本理论和基本技能，能够在影视摄影与制作相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握影视摄影与制作的基本理论和基本技能；具备影视摄影与制作相关的创作或表演能力；了解影视摄影与制作的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、影视摄影与制作专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。","一、培养目标
本专业旨在培养具备影视摄影与制作基本理论、基本知识和基本技能，具有创新精神和实践能力，能够在专业艺术领域和各类学校从事影视摄影与制作表演、教学及研究工作的高级专门人才。

二、培养要求
学生主要学习影视摄影与制作的基本理论和基本知识，接受影视摄影与制作方面的基本训练，具有从事影视摄影与制作实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 掌握影视摄影与制作学科的基本理论、基本知识；
2. 掌握影视摄影与制作专业技能和方法；
3. 具有独立进行{major_name}实践的基本能力；
4. 了解党和国家的文艺方针、政策和法规；
5. 了解本专业及相关学科的发展动态；
6. 掌握文献检索、资料查询的基本方法；

三、主干学科
戏剧与影视学类

四、核心课程
艺术学概论、影视摄影与制作史、影视摄影与制作理论、影视摄影与制作技法、影视摄影与制作创作、艺术实践、中外艺术史等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
专业文艺团体、艺术院校、文化机构、传媒公司、企事业单位等，从事艺术表演、艺术教育、艺术创作、文化管理等工作。"
13,艺术学,1303,戏剧与影视学类,130312,影视技术,T,,T,,"培养目标：培养具备影视技术基本理论和基本技能，能够在影视技术相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握影视技术的基本理论和基本技能；具备影视技术相关的创作或表演能力；了解影视技术的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、影视技术专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。","一、培养目标
本专业旨在培养具备影视技术基本理论、基本知识和基本技能，具有创新精神和实践能力，能够在专业艺术领域和各类学校从事影视技术表演、教学及研究工作的高级专门人才。

二、培养要求
学生主要学习影视技术的基本理论和基本知识，接受影视技术方面的基本训练，具有从事影视技术实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 掌握影视技术学科的基本理论、基本知识；
2. 掌握影视技术专业技能和方法；
3. 具有独立进行{major_name}实践的基本能力；
4. 了解党和国家的文艺方针、政策和法规；
5. 了解本专业及相关学科的发展动态；
6. 掌握文献检索、资料查询的基本方法；

三、主干学科
戏剧与影视学类

四、核心课程
艺术学概论、影视技术史、影视技术理论、影视技术技法、影视技术创作、艺术实践、中外艺术史等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
专业文艺团体、艺术院校、文化机构、传媒公司、企事业单位等，从事艺术表演、艺术教育、艺术创作、文化管理等工作。"
13,艺术学,1303,戏剧与影视学类,130313,戏剧教育,T,,T,,"培养目标：培养具备戏剧教育基本理论和基本技能，能够在戏剧教育相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握戏剧教育的基本理论和基本技能；具备戏剧教育相关的创作或表演能力；了解戏剧教育的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、戏剧教育专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。","一、培养目标
本专业旨在培养具备戏剧教育基本理论、基本知识和基本技能，具有创新精神和实践能力，能够在专业艺术领域和各类学校从事戏剧教育表演、教学及研究工作的高级专门人才。

二、培养要求
学生主要学习戏剧教育的基本理论和基本知识，接受戏剧教育方面的基本训练，具有从事戏剧教育实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 掌握戏剧教育学科的基本理论、基本知识；
2. 掌握戏剧教育专业技能和方法；
3. 具有独立进行{major_name}实践的基本能力；
4. 了解党和国家的文艺方针、政策和法规；
5. 了解本专业及相关学科的发展动态；
6. 掌握文献检索、资料查询的基本方法；

三、主干学科
戏剧与影视学类

四、核心课程
艺术学概论、戏剧教育史、戏剧教育理论、戏剧教育技法、戏剧教育创作、艺术实践、中外艺术史等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
专业文艺团体、艺术院校、文化机构、传媒公司、企事业单位等，从事艺术表演、艺术教育、艺术创作、文化管理等工作。"
13,艺术学,1303,戏剧与影视学类,130314,曲艺,T,K,TK,,"培养目标：培养具备曲艺基本理论和基本技能，能够在曲艺相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握曲艺的基本理论和基本技能；具备曲艺相关的创作或表演能力；了解曲艺的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、曲艺专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。","一、培养目标
本专业旨在培养具备曲艺基本理论、基本知识和基本技能，具有创新精神和实践能力，能够在专业艺术领域和各类学校从事曲艺表演、教学及研究工作的高级专门人才。

二、培养要求
学生主要学习曲艺的基本理论和基本知识，接受曲艺方面的基本训练，具有从事曲艺实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 掌握曲艺学科的基本理论、基本知识；
2. 掌握曲艺专业技能和方法；
3. 具有独立进行{major_name}实践的基本能力；
4. 了解党和国家的文艺方针、政策和法规；
5. 了解本专业及相关学科的发展动态；
6. 掌握文献检索、资料查询的基本方法；

三、主干学科
戏剧与影视学类

四、核心课程
艺术学概论、曲艺史、曲艺理论、曲艺技法、曲艺创作、艺术实践、中外艺术史等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
专业文艺团体、艺术院校、文化机构、传媒公司、企事业单位等，从事艺术表演、艺术教育、艺术创作、文化管理等工作。"
13,艺术学,1303,戏剧与影视学类,130315,音乐剧,T,K,TK,,"培养目标：培养具备音乐剧基本理论和基本技能，能够在音乐剧相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握音乐剧的基本理论和基本技能；具备音乐剧相关的创作或表演能力；了解音乐剧的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、音乐剧专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。","一、培养目标
本专业旨在培养具备音乐剧基本理论、基本知识和基本技能，具有创新精神和实践能力，能够在专业艺术领域和各类学校从事音乐剧表演、教学及研究工作的高级专门人才。

二、培养要求
学生主要学习音乐剧的基本理论和基本知识，接受音乐剧方面的基本训练，具有从事音乐剧实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 掌握音乐剧学科的基本理论、基本知识；
2. 掌握音乐剧专业技能和方法；
3. 具有独立进行{major_name}实践的基本能力；
4. 了解党和国家的文艺方针、政策和法规；
5. 了解本专业及相关学科的发展动态；
6. 掌握文献检索、资料查询的基本方法；

三、主干学科
戏剧与影视学类

四、核心课程
艺术学概论、音乐剧史、音乐剧理论、音乐剧技法、音乐剧创作、艺术实践、中外艺术史等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
专业文艺团体、艺术院校、文化机构、传媒公司、企事业单位等，从事艺术表演、艺术教育、艺术创作、文化管理等工作。"
13,艺术学,1303,戏剧与影视学类,130316,数字戏剧,T,,T,,"培养目标：培养具备数字戏剧基本理论和基本技能，能够在数字戏剧相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握数字戏剧的基本理论和基本技能；具备数字戏剧相关的创作或表演能力；了解数字戏剧的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、数字戏剧专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。","一、培养目标
本专业旨在培养具备数字戏剧基本理论、基本知识和基本技能，具有创新精神和实践能力，能够在专业艺术领域和各类学校从事数字戏剧表演、教学及研究工作的高级专门人才。

二、培养要求
学生主要学习数字戏剧的基本理论和基本知识，接受数字戏剧方面的基本训练，具有从事数字戏剧实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 掌握数字戏剧学科的基本理论、基本知识；
2. 掌握数字戏剧专业技能和方法；
3. 具有独立进行{major_name}实践的基本能力；
4. 了解党和国家的文艺方针、政策和法规；
5. 了解本专业及相关学科的发展动态；
6. 掌握文献检索、资料查询的基本方法；

三、主干学科
戏剧与影视学类

四、核心课程
艺术学概论、数字戏剧史、数字戏剧理论、数字戏剧技法、数字戏剧创作、艺术实践、中外艺术史等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
专业文艺团体、艺术院校、文化机构、传媒公司、企事业单位等，从事艺术表演、艺术教育、艺术创作、文化管理等工作。"
13,艺术学,1303,戏剧与影视学类,130317,数字演艺设计,T,,T,,"培养目标：培养具备数字演艺设计基本理论和基本技能，能够在数字演艺设计相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握数字演艺设计的基本理论和基本技能；具备数字演艺设计相关的创作或表演能力；了解数字演艺设计的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、数字演艺设计专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。","一、培养目标
本专业旨在培养具备数字演艺设计基本理论、基本知识和基本技能，具有创新精神和实践能力，能够在专业艺术领域和各类学校从事数字演艺设计表演、教学及研究工作的高级专门人才。

二、培养要求
学生主要学习数字演艺设计的基本理论和基本知识，接受数字演艺设计方面的基本训练，具有从事数字演艺设计实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 掌握数字演艺设计学科的基本理论、基本知识；
2. 掌握数字演艺设计专业技能和方法；
3. 具有独立进行{major_name}实践的基本能力；
4. 了解党和国家的文艺方针、政策和法规；
5. 了解本专业及相关学科的发展动态；
6. 掌握文献检索、资料查询的基本方法；

三、主干学科
戏剧与影视学类

四、核心课程
艺术学概论、数字演艺设计史、数字演艺设计理论、数字演艺设计技法、数字演艺设计创作、艺术实践、中外艺术史等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
专业文艺团体、艺术院校、文化机构、传媒公司、企事业单位等，从事艺术表演、艺术教育、艺术创作、文化管理等工作。"
13,艺术学,1303,戏剧与影视学类,130318,智能影像艺术,T,,T,,"培养目标：培养具备智能影像艺术基本理论和基本技能，能够在智能影像艺术相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握智能影像艺术的基本理论和基本技能；具备智能影像艺术相关的创作或表演能力；了解智能影像艺术的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、智能影像艺术专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。","一、培养目标
本专业旨在培养具备智能影像艺术基本理论、基本知识和基本技能，具有创新精神和实践能力，能够在专业艺术领域和各类学校从事智能影像艺术表演、教学及研究工作的高级专门人才。

二、培养要求
学生主要学习智能影像艺术的基本理论和基本知识，接受智能影像艺术方面的基本训练，具有从事智能影像艺术实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 掌握智能影像艺术学科的基本理论、基本知识；
2. 掌握智能影像艺术专业技能和方法；
3. 具有独立进行{major_name}实践的基本能力；
4. 了解党和国家的文艺方针、政策和法规；
5. 了解本专业及相关学科的发展动态；
6. 掌握文献检索、资料查询的基本方法；

三、主干学科
戏剧与影视学类

四、核心课程
艺术学概论、智能影像艺术史、智能影像艺术理论、智能影像艺术技法、智能影像艺术创作、艺术实践、中外艺术史等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
专业文艺团体、艺术院校、文化机构、传媒公司、企事业单位等，从事艺术表演、艺术教育、艺术创作、文化管理等工作。"
13,艺术学,1304,美术学类,130401,美术学,,,,,"培养目标：培养具备美术学基本理论和基本技能，能够在美术学相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握美术学的基本理论和基本技能；具备美术学相关的创作或表演能力；了解美术学的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、美术学专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。","一、培养目标
本专业旨在培养具备美术学基本理论、基本知识和基本技能，具有创新精神和实践能力，能够在专业艺术领域和各类学校从事美术学表演、教学及研究工作的高级专门人才。

二、培养要求
学生主要学习美术学的基本理论和基本知识，接受美术学方面的基本训练，具有从事美术学实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 掌握美术学学科的基本理论、基本知识；
2. 掌握美术学专业技能和方法；
3. 具有独立进行{major_name}实践的基本能力；
4. 了解党和国家的文艺方针、政策和法规；
5. 了解本专业及相关学科的发展动态；
6. 掌握文献检索、资料查询的基本方法；

三、主干学科
美术学类

四、核心课程
艺术学概论、美术学史、美术学理论、美术学技法、美术学创作、艺术实践、中外艺术史等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
专业文艺团体、艺术院校、文化机构、传媒公司、企事业单位等，从事艺术表演、艺术教育、艺术创作、文化管理等工作。"
13,艺术学,1304,美术学类,130402,绘画,,,,,"培养目标：培养具备绘画基本理论和基本技能，能够在绘画相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握绘画的基本理论和基本技能；具备绘画相关的创作或表演能力；了解绘画的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、绘画专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。","一、培养目标
本专业旨在培养具备绘画基本理论、基本知识和基本技能，具有创新精神和实践能力，能够在专业艺术领域和各类学校从事绘画表演、教学及研究工作的高级专门人才。

二、培养要求
学生主要学习绘画的基本理论和基本知识，接受绘画方面的基本训练，具有从事绘画实际工作的基本能力。

毕业生应获得以下几方面的知识和能力：
1. 掌握绘画学科的基本理论、基本知识；
2. 掌握绘画专业技能和方法；
3. 具有独立进行{major_name}实践的基本能力；
4. 了解党和国家的文艺方针、政策和法规；
5. 了解本专业及相关学科的发展动态；
6. 掌握文献检索、资料查询的基本方法；

三、主干学科
美术学类

四、核心课程
艺术学概论、绘画史、绘画理论、绘画技法、绘画创作、艺术实践、中外艺术史等。

五、主要实践性教学环节
根据专业特点安排课程实习、专业实习、毕业论文（设计）等实践性教学环节。

六、修业年限
四年

七、授予学位
根据专业特点授予相应学位。

八、就业面向
专业文艺团体、艺术院校、文化机构、传媒公司、企事业单位等，从事艺术表演、艺术教育、艺术创作、文化管理等工作。"
